client_id,session_id,hit_timestamp,page_path,previous_page_path
u0001,s0001,2024-01-01 23:26:00,/checkout,
u0001,s0001,2024-01-01 23:26:25,/checkout,/checkout
u0001,s0001,2024-01-01 23:27:01,/search,/checkout
u0001,s0001,2024-01-01 23:27:07,/exit,/search
u0002,s0002,2024-01-01 23:38:00,/product,
u0002,s0002,2024-01-01 23:38:23,/exit,/product
u0003,s0003,2024-01-02 02:23:00,/product,
u0003,s0003,2024-01-02 02:23:57,/checkout,/product
u0003,s0003,2024-01-02 02:24:57,/search,/checkout
u0003,s0003,2024-01-02 02:25:47,/checkout,/search
u0003,s0003,2024-01-02 02:26:15,/exit,/checkout
u0004,s0004,2024-01-02 00:40:00,/search,
u0004,s0004,2024-01-02 00:40:07,/home,/search
u0004,s0004,2024-01-02 00:40:18,/search,/home
u0004,s0004,2024-01-02 00:40:44,/checkout,/search
u0005,s0005,2024-01-01 20:18:00,/product,
u0005,s0005,2024-01-01 20:18:12,/search,/product
u0005,s0005,2024-01-01 20:18:43,/home,/search
u0005,s0005,2024-01-01 20:19:06,/exit,/home
u0006,s0006,2024-01-02 08:45:00,/home,
u0006,s0006,2024-01-02 08:45:07,/cart,/home
u0006,s0006,2024-01-02 08:45:26,/exit,/cart
u0007,s0007,2024-01-02 02:09:00,/exit,
u0008,s0008,2024-01-01 21:57:00,/exit,
u0009,s0009,2024-01-02 08:08:00,/checkout,
u0009,s0009,2024-01-02 08:08:37,/checkout,/checkout
u0009,s0009,2024-01-02 08:09:28,/home,/checkout
u0009,s0009,2024-01-02 08:09:45,/home,/home
u0009,s0009,2024-01-02 08:10:25,/exit,/home
u0010,s0010,2024-01-02 01:34:00,/product,
u0010,s0010,2024-01-02 01:34:36,/home,/product
u0010,s0010,2024-01-02 01:35:06,/search,/home
u0010,s0010,2024-01-02 01:35:23,/product,/search
u0010,s0010,2024-01-02 01:36:10,/product,/product
u0010,s0010,2024-01-02 01:36:46,/search,/product
u0010,s0010,2024-01-02 01:37:41,/search,/search
u0010,s0010,2024-01-02 01:38:14,/cart,/search
u0011,s0011,2024-01-02 05:51:00,/exit,
u0012,s0012,2024-01-01 12:11:00,/exit,
u0013,s0013,2024-01-01 10:59:00,/exit,
u0014,s0014,2024-01-01 10:51:00,/cart,
u0014,s0014,2024-01-01 10:51:55,/search,/cart
u0014,s0014,2024-01-01 10:52:03,/exit,/search
u0015,s0015,2024-01-01 22:46:00,/home,
u0015,s0015,2024-01-01 22:46:33,/home,/home
u0015,s0015,2024-01-01 22:47:06,/exit,/home
u0016,s0016,2024-01-01 13:39:00,/search,
u0016,s0016,2024-01-01 13:39:44,/home,/search
u0016,s0016,2024-01-01 13:39:53,/checkout,/home
u0017,s0017,2024-01-01 21:43:00,/exit,
u0018,s0018,2024-01-02 07:32:00,/checkout,
u0018,s0018,2024-01-02 07:32:19,/product,/checkout
u0018,s0018,2024-01-02 07:33:19,/checkout,/product
u0018,s0018,2024-01-02 07:33:59,/cart,/checkout
u0019,s0019,2024-01-01 15:37:00,/exit,
u0020,s0020,2024-01-01 13:00:00,/checkout,
u0020,s0020,2024-01-01 13:00:09,/search,/checkout
u0020,s0020,2024-01-01 13:00:44,/home,/search
u0020,s0020,2024-01-01 13:01:12,/exit,/home
u0021,s0021,2024-01-01 18:09:00,/product,
u0021,s0021,2024-01-01 18:09:34,/checkout,/product
u0021,s0021,2024-01-01 18:10:27,/exit,/checkout
u0022,s0022,2024-01-01 18:21:00,/exit,
u0023,s0023,2024-01-02 03:09:00,/cart,
u0023,s0023,2024-01-02 03:09:16,/exit,/cart
u0024,s0024,2024-01-02 02:55:00,/checkout,
u0024,s0024,2024-01-02 02:55:49,/home,/checkout
u0024,s0024,2024-01-02 02:56:22,/checkout,/home
u0024,s0024,2024-01-02 02:56:56,/product,/checkout
u0025,s0025,2024-01-02 01:32:00,/exit,
u0026,s0026,2024-01-02 09:52:00,/checkout,
u0026,s0026,2024-01-02 09:52:09,/home,/checkout
u0026,s0026,2024-01-02 09:52:25,/home,/home
u0026,s0026,2024-01-02 09:52:42,/cart,/home
u0026,s0026,2024-01-02 09:53:17,/cart,/cart
u0026,s0026,2024-01-02 09:53:46,/cart,/cart
u0027,s0027,2024-01-02 08:03:00,/checkout,
u0027,s0027,2024-01-02 08:03:41,/search,/checkout
u0027,s0027,2024-01-02 08:04:06,/search,/search
u0027,s0027,2024-01-02 08:04:14,/checkout,/search
u0027,s0027,2024-01-02 08:04:22,/search,/checkout
u0027,s0027,2024-01-02 08:05:15,/cart,/search
u0027,s0027,2024-01-02 08:05:22,/home,/cart
u0027,s0027,2024-01-02 08:05:47,/search,/home
u0027,s0027,2024-01-02 08:06:12,/cart,/search
u0027,s0027,2024-01-02 08:06:48,/exit,/cart
u0028,s0028,2024-01-02 03:41:00,/search,
u0028,s0028,2024-01-02 03:41:47,/search,/search
u0028,s0028,2024-01-02 03:42:12,/cart,/search
u0029,s0029,2024-01-01 11:40:00,/exit,
u0030,s0030,2024-01-01 12:40:00,/exit,
u0031,s0031,2024-01-01 13:34:00,/checkout,
u0031,s0031,2024-01-01 13:34:54,/checkout,/checkout
u0031,s0031,2024-01-01 13:35:39,/exit,/checkout
u0032,s0032,2024-01-01 16:16:00,/product,
u0032,s0032,2024-01-01 16:16:34,/checkout,/product
u0032,s0032,2024-01-01 16:16:39,/product,/checkout
u0032,s0032,2024-01-01 16:17:36,/exit,/product
u0033,s0033,2024-01-02 03:00:00,/checkout,
u0033,s0033,2024-01-02 03:00:49,/checkout,/checkout
u0033,s0033,2024-01-02 03:01:47,/search,/checkout
u0033,s0033,2024-01-02 03:02:32,/cart,/search
u0034,s0034,2024-01-01 18:55:00,/exit,
u0035,s0035,2024-01-01 21:23:00,/search,
u0035,s0035,2024-01-01 21:23:05,/checkout,/search
u0035,s0035,2024-01-01 21:24:05,/checkout,/checkout
u0035,s0035,2024-01-01 21:24:20,/checkout,/checkout
u0035,s0035,2024-01-01 21:24:59,/product,/checkout
u0035,s0035,2024-01-01 21:25:27,/cart,/product
u0035,s0035,2024-01-01 21:26:19,/exit,/cart
u0036,s0036,2024-01-01 11:52:00,/search,
u0036,s0036,2024-01-01 11:52:50,/checkout,/search
u0036,s0036,2024-01-01 11:53:47,/cart,/checkout
u0036,s0036,2024-01-01 11:54:02,/exit,/cart
u0037,s0037,2024-01-01 11:05:00,/cart,
u0037,s0037,2024-01-01 11:05:29,/checkout,/cart
u0037,s0037,2024-01-01 11:06:29,/home,/checkout
u0037,s0037,2024-01-01 11:07:19,/search,/home
u0037,s0037,2024-01-01 11:07:48,/cart,/search
u0037,s0037,2024-01-01 11:08:19,/product,/cart
u0038,s0038,2024-01-01 17:36:00,/exit,
u0039,s0039,2024-01-01 18:23:00,/checkout,
u0039,s0039,2024-01-01 18:23:30,/search,/checkout
u0039,s0039,2024-01-01 18:23:52,/exit,/search
u0040,s0040,2024-01-01 12:25:00,/exit,
u0041,s0041,2024-01-02 05:07:00,/product,
u0041,s0041,2024-01-02 05:07:28,/home,/product
u0041,s0041,2024-01-02 05:07:54,/checkout,/home
u0041,s0041,2024-01-02 05:08:54,/checkout,/checkout
u0041,s0041,2024-01-02 05:09:30,/product,/checkout
u0041,s0041,2024-01-02 05:10:21,/cart,/product
u0041,s0041,2024-01-02 05:11:11,/cart,/cart
u0042,s0042,2024-01-01 19:35:00,/exit,
u0043,s0043,2024-01-02 01:10:00,/checkout,
u0043,s0043,2024-01-02 01:10:47,/exit,/checkout
u0044,s0044,2024-01-02 07:20:00,/home,
u0044,s0044,2024-01-02 07:20:44,/cart,/home
u0044,s0044,2024-01-02 07:21:24,/exit,/cart
u0045,s0045,2024-01-01 10:16:00,/product,
u0045,s0045,2024-01-01 10:16:18,/cart,/product
u0045,s0045,2024-01-01 10:16:44,/search,/cart
u0045,s0045,2024-01-01 10:17:32,/home,/search
u0046,s0046,2024-01-02 08:39:00,/product,
u0046,s0046,2024-01-02 08:39:46,/product,/product
u0046,s0046,2024-01-02 08:40:28,/cart,/product
u0046,s0046,2024-01-02 08:41:02,/cart,/cart
u0047,s0047,2024-01-01 23:16:00,/home,
u0047,s0047,2024-01-01 23:16:49,/checkout,/home
u0047,s0047,2024-01-01 23:17:40,/home,/checkout
u0047,s0047,2024-01-01 23:18:01,/exit,/home
u0048,s0048,2024-01-01 10:53:00,/home,
u0048,s0048,2024-01-01 10:53:28,/search,/home
u0048,s0048,2024-01-01 10:54:11,/checkout,/search
u0048,s0048,2024-01-01 10:54:49,/product,/checkout
u0048,s0048,2024-01-01 10:55:46,/checkout,/product
u0049,s0049,2024-01-02 02:47:00,/cart,
u0049,s0049,2024-01-02 02:47:42,/product,/cart
u0049,s0049,2024-01-02 02:48:22,/home,/product
u0049,s0049,2024-01-02 02:49:03,/home,/home
u0049,s0049,2024-01-02 02:49:12,/search,/home
u0049,s0049,2024-01-02 02:49:52,/checkout,/search
u0049,s0049,2024-01-02 02:50:35,/search,/checkout
u0049,s0049,2024-01-02 02:50:56,/cart,/search
u0049,s0049,2024-01-02 02:51:05,/cart,/cart
u0049,s0049,2024-01-02 02:51:26,/exit,/cart
u0050,s0050,2024-01-02 01:13:00,/cart,
u0050,s0050,2024-01-02 01:13:16,/home,/cart
u0050,s0050,2024-01-02 01:13:37,/cart,/home
u0050,s0050,2024-01-02 01:14:14,/checkout,/cart
u0050,s0050,2024-01-02 01:14:50,/cart,/checkout
u0050,s0050,2024-01-02 01:15:01,/checkout,/cart
u0050,s0050,2024-01-02 01:15:17,/checkout,/checkout
u0050,s0050,2024-01-02 01:16:00,/checkout,/checkout
u0051,s0051,2024-01-02 06:47:00,/checkout,
u0051,s0051,2024-01-02 06:47:09,/cart,/checkout
u0051,s0051,2024-01-02 06:47:38,/home,/cart
u0051,s0051,2024-01-02 06:48:24,/home,/home
u0051,s0051,2024-01-02 06:49:05,/home,/home
u0051,s0051,2024-01-02 06:50:01,/product,/home
u0051,s0051,2024-01-02 06:50:36,/search,/product
u0051,s0051,2024-01-02 06:50:46,/checkout,/search
u0051,s0051,2024-01-02 06:51:06,/exit,/checkout
u0052,s0052,2024-01-01 15:12:00,/home,
u0052,s0052,2024-01-01 15:12:24,/home,/home
u0052,s0052,2024-01-01 15:13:15,/home,/home
u0052,s0052,2024-01-01 15:13:58,/search,/home
u0052,s0052,2024-01-01 15:14:47,/product,/search
u0052,s0052,2024-01-01 15:15:08,/search,/product
u0052,s0052,2024-01-01 15:16:04,/cart,/search
u0053,s0053,2024-01-02 05:42:00,/home,
u0053,s0053,2024-01-02 05:42:25,/checkout,/home
u0053,s0053,2024-01-02 05:42:39,/cart,/checkout
u0053,s0053,2024-01-02 05:43:31,/product,/cart
u0053,s0053,2024-01-02 05:43:58,/search,/product
u0053,s0053,2024-01-02 05:44:17,/exit,/search
u0054,s0054,2024-01-01 10:50:00,/checkout,
u0054,s0054,2024-01-01 10:50:58,/home,/checkout
u0054,s0054,2024-01-01 10:51:34,/search,/home
u0054,s0054,2024-01-01 10:52:34,/checkout,/search
u0054,s0054,2024-01-01 10:53:21,/search,/checkout
u0054,s0054,2024-01-01 10:53:34,/product,/search
u0054,s0054,2024-01-01 10:53:43,/product,/product
u0055,s0055,2024-01-02 08:44:00,/checkout,
u0055,s0055,2024-01-02 08:44:37,/search,/checkout
u0055,s0055,2024-01-02 08:45:24,/home,/search
u0055,s0055,2024-01-02 08:45:34,/product,/home
u0055,s0055,2024-01-02 08:46:05,/exit,/product
u0056,s0056,2024-01-02 09:30:00,/product,
u0056,s0056,2024-01-02 09:30:43,/checkout,/product
u0056,s0056,2024-01-02 09:31:43,/product,/checkout
u0056,s0056,2024-01-02 09:32:05,/checkout,/product
u0056,s0056,2024-01-02 09:32:56,/cart,/checkout
u0057,s0057,2024-01-02 01:06:00,/product,
u0057,s0057,2024-01-02 01:06:15,/cart,/product
u0057,s0057,2024-01-02 01:07:00,/cart,/cart
u0057,s0057,2024-01-02 01:07:31,/checkout,/cart
u0057,s0057,2024-01-02 01:07:46,/cart,/checkout
u0057,s0057,2024-01-02 01:07:56,/exit,/cart
u0058,s0058,2024-01-02 08:25:00,/cart,
u0058,s0058,2024-01-02 08:25:42,/cart,/cart
u0058,s0058,2024-01-02 08:26:24,/exit,/cart
u0059,s0059,2024-01-02 05:18:00,/search,
u0059,s0059,2024-01-02 05:18:45,/cart,/search
u0059,s0059,2024-01-02 05:18:59,/cart,/cart
u0059,s0059,2024-01-02 05:19:39,/product,/cart
u0059,s0059,2024-01-02 05:20:04,/exit,/product
u0060,s0060,2024-01-02 03:05:00,/product,
u0060,s0060,2024-01-02 03:05:46,/home,/product
u0060,s0060,2024-01-02 03:05:55,/search,/home
u0060,s0060,2024-01-02 03:06:04,/product,/search
u0061,s0061,2024-01-02 03:49:00,/cart,
u0061,s0061,2024-01-02 03:49:41,/cart,/cart
u0061,s0061,2024-01-02 03:50:41,/cart,/cart
u0061,s0061,2024-01-02 03:50:55,/checkout,/cart
u0062,s0062,2024-01-01 20:26:00,/search,
u0062,s0062,2024-01-01 20:26:20,/product,/search
u0062,s0062,2024-01-01 20:26:55,/checkout,/product
u0063,s0063,2024-01-01 17:49:00,/product,
u0063,s0063,2024-01-01 17:49:33,/cart,/product
u0063,s0063,2024-01-01 17:50:09,/cart,/cart
u0063,s0063,2024-01-01 17:51:03,/exit,/cart
u0064,s0064,2024-01-02 05:19:00,/cart,
u0064,s0064,2024-01-02 05:19:05,/product,/cart
u0064,s0064,2024-01-02 05:19:54,/exit,/product
u0065,s0065,2024-01-02 05:37:00,/search,
u0065,s0065,2024-01-02 05:37:38,/exit,/search
u0066,s0066,2024-01-01 11:14:00,/checkout,
u0066,s0066,2024-01-01 11:14:31,/checkout,/checkout
u0066,s0066,2024-01-01 11:15:14,/search,/checkout
u0066,s0066,2024-01-01 11:15:21,/search,/search
u0066,s0066,2024-01-01 11:15:27,/cart,/search
u0066,s0066,2024-01-01 11:15:36,/exit,/cart
u0067,s0067,2024-01-01 12:43:00,/exit,
u0068,s0068,2024-01-01 16:29:00,/exit,
u0069,s0069,2024-01-01 20:32:00,/product,
u0069,s0069,2024-01-01 20:32:51,/cart,/product
u0069,s0069,2024-01-01 20:33:01,/cart,/cart
u0069,s0069,2024-01-01 20:33:16,/cart,/cart
u0069,s0069,2024-01-01 20:33:29,/search,/cart
u0069,s0069,2024-01-01 20:34:20,/cart,/search
u0069,s0069,2024-01-01 20:34:40,/exit,/cart
u0070,s0070,2024-01-02 09:33:00,/exit,
u0071,s0071,2024-01-02 07:27:00,/home,
u0071,s0071,2024-01-02 07:27:25,/search,/home
u0071,s0071,2024-01-02 07:28:00,/product,/search
u0071,s0071,2024-01-02 07:28:15,/search,/product
u0071,s0071,2024-01-02 07:28:23,/checkout,/search
u0072,s0072,2024-01-01 23:32:00,/checkout,
u0072,s0072,2024-01-01 23:32:55,/search,/checkout
u0072,s0072,2024-01-01 23:33:28,/cart,/search
u0072,s0072,2024-01-01 23:33:54,/checkout,/cart
u0072,s0072,2024-01-01 23:34:29,/cart,/checkout
u0072,s0072,2024-01-01 23:35:13,/product,/cart
u0072,s0072,2024-01-01 23:35:51,/home,/product
u0073,s0073,2024-01-01 11:19:00,/search,
u0073,s0073,2024-01-01 11:19:34,/search,/search
u0073,s0073,2024-01-01 11:20:01,/home,/search
u0073,s0073,2024-01-01 11:20:49,/checkout,/home
u0073,s0073,2024-01-01 11:21:33,/exit,/checkout
u0074,s0074,2024-01-01 17:44:00,/checkout,
u0074,s0074,2024-01-01 17:44:32,/exit,/checkout
u0075,s0075,2024-01-01 23:04:00,/exit,
u0076,s0076,2024-01-01 17:21:00,/cart,
u0076,s0076,2024-01-01 17:21:48,/search,/cart
u0076,s0076,2024-01-01 17:22:20,/exit,/search
u0077,s0077,2024-01-02 03:56:00,/cart,
u0077,s0077,2024-01-02 03:56:29,/exit,/cart
u0078,s0078,2024-01-02 01:16:00,/search,
u0078,s0078,2024-01-02 01:16:30,/product,/search
u0078,s0078,2024-01-02 01:17:00,/cart,/product
u0078,s0078,2024-01-02 01:17:13,/cart,/cart
u0078,s0078,2024-01-02 01:17:33,/cart,/cart
u0078,s0078,2024-01-02 01:18:07,/product,/cart
u0078,s0078,2024-01-02 01:18:39,/product,/product
u0078,s0078,2024-01-02 01:19:09,/checkout,/product
u0078,s0078,2024-01-02 01:20:09,/checkout,/checkout
u0079,s0079,2024-01-02 00:24:00,/exit,
u0080,s0080,2024-01-02 00:08:00,/product,
u0080,s0080,2024-01-02 00:08:10,/cart,/product
u0080,s0080,2024-01-02 00:08:42,/exit,/cart
u0081,s0081,2024-01-01 10:31:00,/cart,
u0081,s0081,2024-01-01 10:31:49,/checkout,/cart
u0081,s0081,2024-01-01 10:32:24,/cart,/checkout
u0082,s0082,2024-01-02 08:32:00,/exit,
u0083,s0083,2024-01-01 11:12:00,/exit,
u0084,s0084,2024-01-01 14:22:00,/search,
u0084,s0084,2024-01-01 14:22:37,/search,/search
u0084,s0084,2024-01-01 14:22:57,/checkout,/search
u0084,s0084,2024-01-01 14:23:27,/home,/checkout
u0085,s0085,2024-01-01 21:01:00,/exit,
u0086,s0086,2024-01-01 20:31:00,/product,
u0086,s0086,2024-01-01 20:31:46,/product,/product
u0086,s0086,2024-01-01 20:32:09,/product,/product
u0087,s0087,2024-01-01 13:41:00,/home,
u0087,s0087,2024-01-01 13:41:36,/product,/home
u0087,s0087,2024-01-01 13:42:16,/home,/product
u0087,s0087,2024-01-01 13:42:58,/checkout,/home
u0087,s0087,2024-01-01 13:43:17,/checkout,/checkout
u0087,s0087,2024-01-01 13:44:12,/checkout,/checkout
u0088,s0088,2024-01-01 21:39:00,/product,
u0088,s0088,2024-01-01 21:39:26,/exit,/product
u0089,s0089,2024-01-02 00:34:00,/exit,
u0090,s0090,2024-01-01 13:37:00,/exit,
u0091,s0091,2024-01-01 10:11:00,/search,
u0091,s0091,2024-01-01 10:11:56,/checkout,/search
u0091,s0091,2024-01-01 10:12:52,/search,/checkout
u0091,s0091,2024-01-01 10:13:10,/product,/search
u0091,s0091,2024-01-01 10:13:52,/exit,/product
u0092,s0092,2024-01-01 16:42:00,/product,
u0092,s0092,2024-01-01 16:42:15,/product,/product
u0092,s0092,2024-01-01 16:42:29,/checkout,/product
u0093,s0093,2024-01-02 00:53:00,/home,
u0093,s0093,2024-01-02 00:53:21,/exit,/home
u0094,s0094,2024-01-01 21:17:00,/checkout,
u0094,s0094,2024-01-01 21:17:07,/cart,/checkout
u0094,s0094,2024-01-01 21:17:22,/exit,/cart
u0095,s0095,2024-01-01 23:19:00,/home,
u0095,s0095,2024-01-01 23:19:46,/home,/home
u0095,s0095,2024-01-01 23:19:54,/exit,/home
u0096,s0096,2024-01-01 17:32:00,/exit,
u0097,s0097,2024-01-02 08:47:00,/exit,
u0098,s0098,2024-01-01 13:14:00,/search,
u0098,s0098,2024-01-01 13:14:21,/checkout,/search
u0098,s0098,2024-01-01 13:15:20,/cart,/checkout
u0098,s0098,2024-01-01 13:15:51,/product,/cart
u0099,s0099,2024-01-02 04:53:00,/cart,
u0099,s0099,2024-01-02 04:53:54,/cart,/cart
u0099,s0099,2024-01-02 04:54:17,/checkout,/cart
u0100,s0100,2024-01-02 04:15:00,/home,
u0100,s0100,2024-01-02 04:15:24,/product,/home
u0100,s0100,2024-01-02 04:15:31,/cart,/product
u0100,s0100,2024-01-02 04:16:23,/cart,/cart
u0100,s0100,2024-01-02 04:16:54,/product,/cart
