client_id,session_id,hit_timestamp,page_path,previous_page_path
u0001,s0001,2024-01-01 11:46:00,/home,
u0001,s0001,2024-01-01 11:46:17,/search,/home
u0001,s0001,2024-01-01 11:47:07,/exit,/search
u0002,s0002,2024-01-01 13:59:00,/home,
u0002,s0002,2024-01-01 13:59:52,/exit,/home
u0003,s0003,2024-01-02 06:14:00,/home,
u0003,s0003,2024-01-02 06:14:59,/search,/home
u0003,s0003,2024-01-02 06:15:49,/exit,/search
u0004,s0004,2024-01-01 19:10:00,/home,
u0004,s0004,2024-01-01 19:10:57,/product,/home
u0004,s0004,2024-01-01 19:11:47,/exit,/product
u0005,s0005,2024-01-02 00:26:00,/home,
u0005,s0005,2024-01-02 00:26:21,/exit,/home
u0006,s0006,2024-01-01 16:55:00,/home,
u0006,s0006,2024-01-01 16:55:35,/exit,/home
u0007,s0007,2024-01-01 11:52:00,/home,
u0007,s0007,2024-01-01 11:52:07,/exit,/home
u0008,s0008,2024-01-01 20:23:00,/home,
u0008,s0008,2024-01-01 20:23:39,/product,/home
u0008,s0008,2024-01-01 20:24:09,/home,/product
u0008,s0008,2024-01-01 20:24:54,/product,/home
u0008,s0008,2024-01-01 20:25:25,/search,/product
u0008,s0008,2024-01-01 20:26:57,/exit,/search
u0009,s0009,2024-01-02 09:36:00,/home,
u0009,s0009,2024-01-02 09:36:43,/search,/home
u0009,s0009,2024-01-02 09:37:26,/product,/search
u0009,s0009,2024-01-02 09:37:59,/search,/product
u0009,s0009,2024-01-02 09:38:24,/exit,/search
u0010,s0010,2024-01-01 10:58:00,/home,
u0010,s0010,2024-01-01 10:58:49,/exit,/home
u0011,s0011,2024-01-01 21:03:00,/home,
u0011,s0011,2024-01-01 21:03:14,/exit,/home
u0012,s0012,2024-01-01 23:01:00,/home,
u0012,s0012,2024-01-01 23:01:39,/search,/home
u0012,s0012,2024-01-01 23:02:16,/home,/search
u0012,s0012,2024-01-01 23:03:07,/product,/home
u0012,s0012,2024-01-01 23:03:35,/exit,/product
u0013,s0013,2024-01-02 07:33:00,/home,
u0013,s0013,2024-01-02 07:33:51,/product,/home
u0013,s0013,2024-01-02 07:34:51,/cart,/product
u0013,s0013,2024-01-02 07:35:15,/product,/cart
u0013,s0013,2024-01-02 07:36:27,/exit,/product
u0014,s0014,2024-01-01 20:47:00,/home,
u0014,s0014,2024-01-01 20:47:43,/exit,/home
u0015,s0015,2024-01-02 06:48:00,/home,
u0015,s0015,2024-01-02 06:48:13,/search,/home
u0015,s0015,2024-01-02 06:48:51,/exit,/search
u0016,s0016,2024-01-01 11:39:00,/home,
u0016,s0016,2024-01-01 11:39:13,/search,/home
u0016,s0016,2024-01-01 11:39:47,/exit,/search
u0017,s0017,2024-01-01 17:22:00,/home,
u0017,s0017,2024-01-01 17:22:49,/product,/home
u0017,s0017,2024-01-01 17:23:10,/cart,/product
u0017,s0017,2024-01-01 17:24:01,/exit,/cart
u0018,s0018,2024-01-01 20:51:00,/home,
u0018,s0018,2024-01-01 20:51:33,/product,/home
u0018,s0018,2024-01-01 20:51:54,/cart,/product
u0018,s0018,2024-01-01 20:52:05,/exit,/cart
u0019,s0019,2024-01-01 17:38:00,/home,
u0019,s0019,2024-01-01 17:38:25,/product,/home
u0019,s0019,2024-01-01 17:39:03,/exit,/product
u0020,s0020,2024-01-01 15:47:00,/home,
u0020,s0020,2024-01-01 15:47:08,/exit,/home
u0021,s0021,2024-01-01 22:19:00,/home,
u0021,s0021,2024-01-01 22:19:35,/search,/home
u0021,s0021,2024-01-01 22:20:17,/home,/search
u0021,s0021,2024-01-01 22:20:31,/exit,/home
u0022,s0022,2024-01-01 11:41:00,/home,
u0022,s0022,2024-01-01 11:41:37,/search,/home
u0022,s0022,2024-01-01 11:42:31,/product,/search
u0022,s0022,2024-01-01 11:43:29,/home,/product
u0022,s0022,2024-01-01 11:43:50,/search,/home
u0022,s0022,2024-01-01 11:44:07,/exit,/search
u0023,s0023,2024-01-02 03:22:00,/home,
u0023,s0023,2024-01-02 03:22:21,/search,/home
u0023,s0023,2024-01-02 03:22:35,/product,/search
u0023,s0023,2024-01-02 03:23:16,/exit,/product
u0024,s0024,2024-01-02 05:20:00,/home,
u0024,s0024,2024-01-02 05:20:40,/exit,/home
u0025,s0025,2024-01-01 11:57:00,/home,
u0025,s0025,2024-01-01 11:57:46,/exit,/home
u0026,s0026,2024-01-02 02:13:00,/home,
u0026,s0026,2024-01-02 02:13:36,/product,/home
u0026,s0026,2024-01-02 02:14:18,/exit,/product
u0027,s0027,2024-01-01 15:54:00,/home,
u0027,s0027,2024-01-01 15:54:05,/search,/home
u0027,s0027,2024-01-01 15:54:55,/home,/search
u0027,s0027,2024-01-01 15:55:04,/exit,/home
u0028,s0028,2024-01-02 05:39:00,/home,
u0028,s0028,2024-01-02 05:39:51,/search,/home
u0028,s0028,2024-01-02 05:40:03,/home,/search
u0028,s0028,2024-01-02 05:41:14,/exit,/home
u0029,s0029,2024-01-02 05:23:00,/home,
u0029,s0029,2024-01-02 05:23:19,/search,/home
u0029,s0029,2024-01-02 05:23:33,/exit,/search
u0030,s0030,2024-01-01 13:56:00,/home,
u0030,s0030,2024-01-01 13:56:41,/search,/home
u0030,s0030,2024-01-01 13:56:55,/product,/search
u0030,s0030,2024-01-01 13:57:54,/exit,/product
u0031,s0031,2024-01-01 23:28:00,/home,
u0031,s0031,2024-01-01 23:29:00,/exit,/home
u0032,s0032,2024-01-02 08:43:00,/home,
u0032,s0032,2024-01-02 08:43:12,/search,/home
u0032,s0032,2024-01-02 08:44:05,/home,/search
u0032,s0032,2024-01-02 08:44:10,/search,/home
u0032,s0032,2024-01-02 08:44:48,/product,/search
u0032,s0032,2024-01-02 08:45:43,/home,/product
u0032,s0032,2024-01-02 08:47:13,/exit,/home
u0033,s0033,2024-01-01 22:41:00,/home,
